"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"1","141200_at","Hmg-2","37407","High mobility group protein 2",-0.455198459269338,5.30933840364149,-3.70409066677414,0.00148216836757059,0.00322200772874755,-2.23395947472873
"2","141204_at","GCS2beta","35056","Glucosidase 2 beta subunit",-0.282139953236547,6.4096045165812,-1.54521983899214,0.138601631354252,0.170581213697859,-6.48386462772959
"3","141205_at","Naa60","39142","N(alpha)-acetyltransferase 60",-0.38519752658601,6.07520008820057,-2.17532274537803,0.0422858357252979,0.0580219768826129,-5.44517199561187
"4","141217_at","Dak1","43165","Dak1",0.77552315786915,6.47182684574118,4.99385866759164,7.80270877782234e-05,0.000280445225423178,0.716363550383533
"5","141218_at","Hrb27C","33968","Heterogeneous nuclear ribonucleoprotein at 27C",0.522653281430074,3.1042755847444,3.48277021024623,0.00245776788330118,0.00493518960130754,-2.73250497172539
"6","141219_at","CG7099","34753","uncharacterized protein",-0.407744628115433,5.28966394282203,-3.24239851061996,0.00423930434113747,0.00779007255822006,-3.26589745477789
"7","141223_at","CG7810","34139","uncharacterized protein",-1.06321791862015,5.77508388797543,-7.0404074328274,9.92253945867076e-07,7.81841739264031e-06,5.16933388678781
"8","141224_at","ArfGAP3","40487","ADP-ribosylation factor GTPase activating protein 3",0.103370430602343,5.58359461983452,0.472578251643654,0.641836654939846,0.674432670663864,-7.54847816224579
"9","141226_at","GlyS","41823","Glycogen synthase",1.29513355518951,7.0157773505973,9.03701722650192,2.3768366288945e-08,3.69501737551383e-07,9.00491287119629
"10","141227_at","CG8370","36761","uncharacterized protein",-0.247145181148589,7.60890336143131,-2.31854004062302,0.031586911354326,0.0445313514975694,-5.17783257753867
"11","141228_at","Iru","41080","Iruka",-0.418487309415392,7.43163529756742,-3.7770314613155,0.0012539863542578,0.00280005027550111,-2.06847672954456
"12","141229_at","Arp6","32514","Actin-related protein 6",-0.96455977825805,7.28626665298169,-7.41257409082871,4.75468478351325e-07,4.31371401810225e-06,5.9243922466212
"13","141231_at","Rpn7","42641","Regulatory particle non-ATPase 7",-0.0576076114810107,8.92632427360784,-0.52182670132584,0.607753588368324,0.643082899244775,-7.52310102741349
